I1,I2,I3,R1,R2,R3
264,249,323,209,288,97
51,50,55,47,65,17
11,9,21,13,30,3
180,169,187,192,222,65
4,10,11,6,11,1
277,383,411,391,581,181
1786,2332,2549,421,796,174
21,22,46,21,21,14
0,0,1,0,0,0
150,193,153,128,183,58
208,243,228,273,323,111
14,25,22,16,29,7
3,2,7,3,7,1
18,24,25,15,26,6
2,0,1,1,2,0
104,113,137,100,166,54
8,1,5,3,12,4
31015,30918,31307,25453,29555,11483
0,0,1,2,1,0
262,230,180,575,534,186
87,85,45,95,117,39
7,12,19,32,28,9
3346,3446,3759,2610,3581,1039
194,188,223,146,224,50
12,26,26,63,46,15
2,5,8,5,4,2
10,20,11,13,26,6
23,26,33,20,28,6
0,0,1,1,0,0
13,21,22,41,63,15
236,299,357,264,368,79
4,3,6,9,4,3
55,70,75,74,101,28
1183,1586,1470,1154,1323,445
363,443,451,425,470,161
23,8,26,17,23,10
129,145,126,124,182,44
0,0,0,0,0,0
148,152,251,202,285,61
44,59,44,93,131,31
287,310,406,390,407,122
213,214,263,220,311,75
11,26,25,16,24,12
21178,21082,22996,17066,20363,7284
51,65,91,48,95,33
0,0,0,0,0,0
2697,2350,846,3077,1872,1177
1,1,2,2,2,0
27,39,27,31,63,10
23,24,19,42,58,23
281,405,409,450,549,137
619,784,904,1059,1612,437
25,27,30,23,17,6
1179,1190,1306,1210,1505,473
622,668,784,635,775,260
207,240,307,198,356,102
18,14,13,8,8,6
2442,2524,3079,2444,3684,1190
2495,2668,2917,2754,3472,1156
5695,6236,6143,4909,6062,2070
22,38,20,25,33,5
0,0,1,0,0,0
38,40,47,38,68,8
2482,1828,1316,1875,1388,756
53,66,79,92,121,41
175,204,258,231,315,111
0,0,0,0,0,0
0,0,2,0,0,0
0,1,0,0,1,0
0,2,1,0,4,0
14,16,25,19,21,8
1,2,2,2,1,1
5,4,8,5,6,5
3161,3456,3541,3029,3718,1339
639,565,749,560,691,186
0,7,4,0,3,0
21,29,27,30,29,14
0,1,1,1,1,0
26,30,15,41,35,8
275,306,306,258,324,108
26,47,36,20,20,7
117,136,152,215,261,83
15,10,15,19,18,5
6,5,7,5,13,4
7,3,4,6,6,3
303,369,353,407,384,128
248,183,246,150,234,64
305,340,322,379,430,176
4629,4890,5712,4733,6770,2134
7,12,13,17,29,9
38,42,45,62,83,27
33,66,53,52,68,15
839,913,1114,1061,1576,412
22,26,26,21,33,7
0,0,0,1,0,0
64,41,124,98,147,12
1,0,2,1,0,0
20,21,16,40,40,10
4670,5915,6043,5061,6860,2015
7,6,11,9,10,5
337,467,501,606,815,203
166,190,133,150,114,52
49,59,50,53,101,26
1721,2042,1886,1830,2280,798
0,1,0,2,0,0
1,4,3,2,2,2
175,195,211,157,207,74
22,14,21,26,26,8
0,0,0,0,0,0
8,15,10,7,11,2
0,0,0,0,0,0
0,0,1,3,0,4
2,16,10,7,11,5
26,15,41,110,152,20
655,804,801,686,900,291
8,0,4,2,6,4
276,330,424,265,478,122
1,4,0,5,4,1
845,966,1213,1421,1874,715
110,113,111,76,100,38
35547,37892,39209,28985,35375,13145
12,17,22,21,24,7
13798,12868,7158,12010,8806,4624
395,475,731,246,256,108
410,542,618,555,770,196
0,0,0,0,0,0
0,0,0,0,0,0
60,94,91,162,205,56
42,70,56,72,64,16
27500,33952,36844,26244,42197,10787
0,0,0,0,0,0
17,18,18,21,30,13
194,226,222,224,247,103
1691,1870,1952,1557,1872,617
40,57,61,50,51,22
46,58,64,52,70,27
23,42,26,157,145,60
3,6,5,8,10,3
17,15,25,15,17,5
4,9,3,11,12,5
7,9,12,14,8,1
3,0,2,1,2,0
77,102,109,62,127,21
89,112,100,86,132,43
333,322,336,245,329,105
11,15,12,5,18,4
60,85,51,57,75,32
105946,133044,119214,157592,132287,39088
3762,3963,3366,3045,3936,1215
23,22,18,24,32,5
11,20,9,13,11,5
12,12,23,20,36,7
139,181,178,170,259,57
26,38,27,19,28,5
0,0,0,0,2,0
152,157,140,140,176,75
29,26,40,25,31,8
87,96,133,94,133,26
5831,6222,4860,5378,6107,2079
7,2,4,9,4,0
1411,1584,1752,1356,1491,482
26,25,23,32,44,14
5367,4763,5004,4176,4772,1748
52,65,54,56,81,15
4,2,1,4,5,1
31,22,34,34,41,6
204,241,263,136,202,69
14,13,7,14,21,4
168,139,166,181,189,59
80,102,126,121,136,61
1055,1445,1778,1343,1996,511
50,62,79,55,84,12
37,38,44,59,80,19
295,322,301,63,117,14
394,274,437,301,458,165
4077,5339,3655,2883,3504,1073
11,15,19,34,55,11
1301,964,1526,1239,1495,365
131,105,93,130,143,76
0,0,0,0,0,0
3,6,3,5,6,0
21,18,18,17,14,7
8,14,17,9,15,7
183,257,277,124,197,53
75,80,84,99,132,30
46,47,62,89,81,26
0,2,6,0,3,2
69,117,102,88,93,41
2711,2931,3583,3060,4105,1336
1302,1464,1527,1409,1842,609
37,40,62,68,87,38
3,3,2,5,4,0
58,78,77,106,132,47
45,71,73,69,78,14
18,30,36,19,38,9
1172,1373,1625,1037,1426,397
52,49,78,68,91,34
565,710,858,630,814,254
1,3,4,2,0,1
1828,1740,2019,1722,2043,705
5334,5691,6015,5362,6848,2415
0,0,0,0,0,0
35,30,55,19,26,2
3,3,3,5,13,5
880,930,1029,798,1035,354
21,14,16,26,26,7
10,9,7,8,6,4
36615,36997,38012,29164,34267,12355
76,75,82,30,35,12
152,185,199,187,275,95
189,195,216,328,353,107
17,21,32,25,45,12
156,214,193,210,257,100
208,221,254,2453,2984,1012
6504,6314,7459,6475,8407,2858
316,359,342,415,510,153
4,7,16,17,23,5
12,10,25,22,20,5
8,9,11,10,8,3
1618,1577,1976,1470,1826,660
0,0,1,0,0,0
984,1106,1183,1142,1446,446
54,60,59,67,74,21
1,0,1,0,0,0
0,2,1,0,0,0
0,4,1,3,5,0
41813,46722,49521,714,2026,300
2,3,4,3,16,0
121,113,155,72,100,19
17,19,27,16,34,4
3,3,3,4,1,1
175831,207888,217958,6775,18401,2949
67,83,83,76,112,31
478,538,670,513,654,210
267,305,257,255,364,111
0,0,0,0,1,0
419,537,518,507,633,184
2200,2593,3238,2465,3157,1051
17,42,32,16,26,3
198,255,280,146,137,62
4,3,3,22,16,6
177,133,175,144,147,61
12,19,10,15,25,1
0,0,0,0,0,0
60,47,69,59,141,35
5,5,7,2,4,5
9,8,6,11,11,7
349,379,430,320,532,127
570,684,788,585,824,257
256,315,383,345,392,130
41,56,73,51,97,14
10,9,6,1,2,0
756,902,861,738,923,292
1,1,4,3,6,0
9,11,22,0,8,2
2,2,2,0,2,0
1,5,4,3,1,4
3,3,2,4,13,3
447,670,793,641,1069,285
35,44,36,38,62,10
23,24,43,28,31,8
2,6,7,19,24,3
162,157,167,160,216,70
0,2,2,2,3,0
6,1,2,1,1,1
10,18,25,16,18,9
16370,17587,17680,13632,16948,6205
1237,1078,1213,587,713,232
108,134,145,35,47,18
436,536,776,4,10,3
1991,2186,2080,1814,2165,666
32897,32405,32337,21495,25691,10212
1496,1764,1752,1432,1781,577
81,114,100,146,165,58
16,26,15,16,28,4
1,1,0,1,1,1
2,2,1,5,6,0
